filter,name,time
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-drafts.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-tools.qmd,4003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/parameters.qmd,4993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/execution-options.qmd,1006
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/inline-code.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/julia.qmd,4002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/r.qmd,4992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/caching.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/computations/python.qmd,5002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/projects/scripts.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/projects/binder.qmd,5001
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/variables.qmd,2992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/penguins-qmd.qmd,4013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/code-annotation.qmd,3002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/diagrams.qmd,1006
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/penguins.ipynb,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/includes.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/.quarto/embed/docs/authoring/penguins-qmd.embed.ipynb,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/title-blocks.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/callouts.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/brand.qmd,5005
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/videos.qmd,2995
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/lipsum.qmd,4002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/shortcodes.qmd,3994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/appendices.qmd,3999
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/language.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/cross-reference-options.qmd,3993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/conditional.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/placeholder.qmd,3993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/contents.qmd,2992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/cross-references-custom.qmd,5001
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/authoring/tables.qmd,1004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/shiny/resources.qmd,3002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/shiny.qmd,4002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/noaa-co2.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/layout.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/penguins.qmd,3992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/github.qmd,4003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/arquero.qmd,4002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/examples/population.qmd,3993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/ojs/code-reuse.qmd,4001
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/widgets/jupyter.qmd,3993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/interactive/widgets/htmlwidgets.qmd,3992
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/visual-editor/technical.qmd,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/visual-editor/content.qmd,2996
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/visual-editor/options.qmd,3993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/visual-editor/vscode/index.qmd,4995
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/posit-cloud.qmd,1996
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/netlify.qmd,4993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/rstudio-connect.qmd,1993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/other.qmd,4002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/index.qmd,2993
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/publishing/confluence.qmd,993
